feature,context_key,spatial_method,cluster_method,seed_label,random_seed,metric_id,metric_family,reference_type,higher_is_better,global_rank_score,normalized_global_rank_score,is_hvg,is_pathology_feature,method_cluster,pipeline_id
vit_b_dinov3,spagcn || leiden || Result_seed42,spagcn,leiden,Result_seed42,42,CHAOS,CHAOS,unsupervised,False,8.0,0.42105263157894735,False,True,spagcn || leiden,vit_b_dinov3 || spagcn || leiden
vit_b_dinov3,spagcn || louvain || Result_seed0,spagcn,louvain,Result_seed0,0,CHAOS,CHAOS,unsupervised,False,5.0,0.2631578947368421,False,True,spagcn || louvain,vit_b_dinov3 || spagcn || louvain
vit_b_dinov3,spagcn || louvain || Result_seed1,spagcn,louvain,Result_seed1,1,CHAOS,CHAOS,unsupervised,False,6.0,0.3157894736842105,False,True,spagcn || louvain,vit_b_dinov3 || spagcn || louvain
vit_b_dinov3,spagcn || louvain || Result_seed42,spagcn,louvain,Result_seed42,42,CHAOS,CHAOS,unsupervised,False,8.0,0.42105263157894735,False,True,spagcn || louvain,vit_b_dinov3 || spagcn || louvain
vit_b_dinov3,stagate || kmeans || Result_seed0,stagate,kmeans,Result_seed0,0,CHAOS,CHAOS,unsupervised,False,7.0,0.3684210526315789,False,True,stagate || kmeans,vit_b_dinov3 || stagate || kmeans
vit_b_dinov3,stagate || kmeans || Result_seed1,stagate,kmeans,Result_seed1,1,CHAOS,CHAOS,unsupervised,False,1.0,0.05263157894736842,False,True,stagate || kmeans,vit_b_dinov3 || stagate || kmeans
vit_b_dinov3,stagate || kmeans || Result_seed42,stagate,kmeans,Result_seed42,42,CHAOS,CHAOS,unsupervised,False,1.0,0.05263157894736842,False,True,stagate || kmeans,vit_b_dinov3 || stagate || kmeans
vit_b_dinov3,stagate || leiden || Result_seed0,stagate,leiden,Result_seed0,0,CHAOS,CHAOS,unsupervised,False,4.0,0.21052631578947367,False,True,stagate || leiden,vit_b_dinov3 || stagate || leiden
vit_b_dinov3,stagate || leiden || Result_seed1,stagate,leiden,Result_seed1,1,CHAOS,CHAOS,unsupervised,False,12.0,0.631578947368421,False,True,stagate || leiden,vit_b_dinov3 || stagate || leiden
vit_b_dinov3,stagate || leiden || Result_seed42,stagate,leiden,Result_seed42,42,CHAOS,CHAOS,unsupervised,False,11.0,0.5789473684210527,False,True,stagate || leiden,vit_b_dinov3 || stagate || leiden
vit_b_dinov3,stagate || louvain || Result_seed0,stagate,louvain,Result_seed0,0,CHAOS,CHAOS,unsupervised,False,6.0,0.3157894736842105,False,True,stagate || louvain,vit_b_dinov3 || stagate || louvain
vit_b_dinov3,stagate || louvain || Result_seed1,stagate,louvain,Result_seed1,1,CHAOS,CHAOS,unsupervised,False,11.0,0.5789473684210527,False,True,stagate || louvain,vit_b_dinov3 || stagate || louvain
vit_b_dinov3,stagate || louvain || Result_seed42,stagate,louvain,Result_seed42,42,CHAOS,CHAOS,unsupervised,False,10.0,0.5263157894736842,False,True,stagate || louvain,vit_b_dinov3 || stagate || louvain
HVG,PCA_128 || kmeans || Result_seed0,PCA_128,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,PCA_128 || kmeans,HVG || PCA_128 || kmeans
HVG,PCA_128 || kmeans || Result_seed1,PCA_128,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_128 || kmeans,HVG || PCA_128 || kmeans
HVG,PCA_128 || kmeans || Result_seed42,PCA_128,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,16.0,0.8421052631578947,True,False,PCA_128 || kmeans,HVG || PCA_128 || kmeans
HVG,PCA_128 || leiden || Result_seed0,PCA_128,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_128 || leiden,HVG || PCA_128 || leiden
HVG,PCA_128 || leiden || Result_seed1,PCA_128,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_128 || leiden,HVG || PCA_128 || leiden
HVG,PCA_128 || leiden || Result_seed42,PCA_128,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_128 || leiden,HVG || PCA_128 || leiden
HVG,PCA_128 || louvain || Result_seed0,PCA_128,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_128 || louvain,HVG || PCA_128 || louvain
HVG,PCA_128 || louvain || Result_seed1,PCA_128,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,PCA_128 || louvain,HVG || PCA_128 || louvain
HVG,PCA_128 || louvain || Result_seed42,PCA_128,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,PCA_128 || louvain,HVG || PCA_128 || louvain
HVG,PCA_256 || kmeans || Result_seed0,PCA_256,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,PCA_256 || kmeans,HVG || PCA_256 || kmeans
HVG,PCA_256 || kmeans || Result_seed1,PCA_256,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,14.0,0.7368421052631579,True,False,PCA_256 || kmeans,HVG || PCA_256 || kmeans
HVG,PCA_256 || kmeans || Result_seed42,PCA_256,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_256 || kmeans,HVG || PCA_256 || kmeans
HVG,PCA_256 || leiden || Result_seed0,PCA_256,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_256 || leiden,HVG || PCA_256 || leiden
HVG,PCA_256 || leiden || Result_seed1,PCA_256,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_256 || leiden,HVG || PCA_256 || leiden
HVG,PCA_256 || leiden || Result_seed42,PCA_256,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_256 || leiden,HVG || PCA_256 || leiden
HVG,PCA_256 || louvain || Result_seed0,PCA_256,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,PCA_256 || louvain,HVG || PCA_256 || louvain
HVG,PCA_256 || louvain || Result_seed1,PCA_256,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_256 || louvain,HVG || PCA_256 || louvain
HVG,PCA_256 || louvain || Result_seed42,PCA_256,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_256 || louvain,HVG || PCA_256 || louvain
HVG,PCA_32 || kmeans || Result_seed0,PCA_32,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || kmeans,HVG || PCA_32 || kmeans
HVG,PCA_32 || kmeans || Result_seed1,PCA_32,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,PCA_32 || kmeans,HVG || PCA_32 || kmeans
HVG,PCA_32 || kmeans || Result_seed42,PCA_32,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || kmeans,HVG || PCA_32 || kmeans
HVG,PCA_32 || leiden || Result_seed0,PCA_32,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || leiden,HVG || PCA_32 || leiden
HVG,PCA_32 || leiden || Result_seed1,PCA_32,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || leiden,HVG || PCA_32 || leiden
HVG,PCA_32 || leiden || Result_seed42,PCA_32,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || leiden,HVG || PCA_32 || leiden
HVG,PCA_32 || louvain || Result_seed0,PCA_32,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || louvain,HVG || PCA_32 || louvain
HVG,PCA_32 || louvain || Result_seed1,PCA_32,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || louvain,HVG || PCA_32 || louvain
HVG,PCA_32 || louvain || Result_seed42,PCA_32,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_32 || louvain,HVG || PCA_32 || louvain
HVG,PCA_64 || kmeans || Result_seed0,PCA_64,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,PCA_64 || kmeans,HVG || PCA_64 || kmeans
HVG,PCA_64 || kmeans || Result_seed1,PCA_64,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,PCA_64 || kmeans,HVG || PCA_64 || kmeans
HVG,PCA_64 || kmeans || Result_seed42,PCA_64,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || kmeans,HVG || PCA_64 || kmeans
HVG,PCA_64 || leiden || Result_seed0,PCA_64,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || leiden,HVG || PCA_64 || leiden
HVG,PCA_64 || leiden || Result_seed1,PCA_64,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || leiden,HVG || PCA_64 || leiden
HVG,PCA_64 || leiden || Result_seed42,PCA_64,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || leiden,HVG || PCA_64 || leiden
HVG,PCA_64 || louvain || Result_seed0,PCA_64,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || louvain,HVG || PCA_64 || louvain
HVG,PCA_64 || louvain || Result_seed1,PCA_64,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || louvain,HVG || PCA_64 || louvain
HVG,PCA_64 || louvain || Result_seed42,PCA_64,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,PCA_64 || louvain,HVG || PCA_64 || louvain
HVG,ccst || kmeans || Result_seed0,ccst,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,ccst || kmeans,HVG || ccst || kmeans
HVG,ccst || kmeans || Result_seed1,ccst,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,ccst || kmeans,HVG || ccst || kmeans
HVG,ccst || kmeans || Result_seed42,ccst,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,16.0,0.8421052631578947,True,False,ccst || kmeans,HVG || ccst || kmeans
HVG,ccst || leiden || Result_seed0,ccst,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,10.0,0.5263157894736842,True,False,ccst || leiden,HVG || ccst || leiden
HVG,ccst || leiden || Result_seed1,ccst,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,11.0,0.5789473684210527,True,False,ccst || leiden,HVG || ccst || leiden
HVG,ccst || leiden || Result_seed42,ccst,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,9.0,0.47368421052631576,True,False,ccst || leiden,HVG || ccst || leiden
HVG,ccst || louvain || Result_seed0,ccst,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,13.0,0.6842105263157895,True,False,ccst || louvain,HVG || ccst || louvain
HVG,ccst || louvain || Result_seed1,ccst,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,11.0,0.5789473684210527,True,False,ccst || louvain,HVG || ccst || louvain
HVG,ccst || louvain || Result_seed42,ccst,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,13.0,0.6842105263157895,True,False,ccst || louvain,HVG || ccst || louvain
HVG,const || kmeans || Result_seed0,const,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,const || kmeans,HVG || const || kmeans
HVG,const || kmeans || Result_seed1,const,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || kmeans,HVG || const || kmeans
HVG,const || kmeans || Result_seed42,const,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || kmeans,HVG || const || kmeans
HVG,const || leiden || Result_seed0,const,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || leiden,HVG || const || leiden
HVG,const || leiden || Result_seed1,const,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || leiden,HVG || const || leiden
HVG,const || leiden || Result_seed42,const,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || leiden,HVG || const || leiden
HVG,const || louvain || Result_seed0,const,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || louvain,HVG || const || louvain
HVG,const || louvain || Result_seed1,const,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || louvain,HVG || const || louvain
HVG,const || louvain || Result_seed42,const,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,const || louvain,HVG || const || louvain
HVG,graphst || kmeans || Result_seed0,graphst,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,graphst || kmeans,HVG || graphst || kmeans
HVG,graphst || kmeans || Result_seed1,graphst,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,15.0,0.7894736842105263,True,False,graphst || kmeans,HVG || graphst || kmeans
HVG,graphst || kmeans || Result_seed42,graphst,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,graphst || kmeans,HVG || graphst || kmeans
HVG,graphst || leiden || Result_seed0,graphst,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,14.0,0.7368421052631579,True,False,graphst || leiden,HVG || graphst || leiden
HVG,graphst || leiden || Result_seed1,graphst,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,16.0,0.8421052631578947,True,False,graphst || leiden,HVG || graphst || leiden
HVG,graphst || leiden || Result_seed42,graphst,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,graphst || leiden,HVG || graphst || leiden
HVG,graphst || louvain || Result_seed0,graphst,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,15.0,0.7894736842105263,True,False,graphst || louvain,HVG || graphst || louvain
HVG,graphst || louvain || Result_seed1,graphst,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,10.0,0.5263157894736842,True,False,graphst || louvain,HVG || graphst || louvain
HVG,graphst || louvain || Result_seed42,graphst,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,graphst || louvain,HVG || graphst || louvain
HVG,sedr || kmeans || Result_seed0,sedr,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,sedr || kmeans,HVG || sedr || kmeans
HVG,sedr || kmeans || Result_seed1,sedr,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,13.0,0.6842105263157895,True,False,sedr || kmeans,HVG || sedr || kmeans
HVG,sedr || kmeans || Result_seed42,sedr,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,10.0,0.5263157894736842,True,False,sedr || kmeans,HVG || sedr || kmeans
HVG,sedr || leiden || Result_seed0,sedr,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,16.0,0.8421052631578947,True,False,sedr || leiden,HVG || sedr || leiden
HVG,sedr || leiden || Result_seed1,sedr,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,15.0,0.7894736842105263,True,False,sedr || leiden,HVG || sedr || leiden
HVG,sedr || leiden || Result_seed42,sedr,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,11.0,0.5789473684210527,True,False,sedr || leiden,HVG || sedr || leiden
HVG,sedr || louvain || Result_seed0,sedr,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,13.0,0.6842105263157895,True,False,sedr || louvain,HVG || sedr || louvain
HVG,sedr || louvain || Result_seed1,sedr,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,14.0,0.7368421052631579,True,False,sedr || louvain,HVG || sedr || louvain
HVG,sedr || louvain || Result_seed42,sedr,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,15.0,0.7894736842105263,True,False,sedr || louvain,HVG || sedr || louvain
HVG,spaceflow || kmeans || Result_seed0,spaceflow,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spaceflow || kmeans,HVG || spaceflow || kmeans
HVG,spaceflow || kmeans || Result_seed1,spaceflow,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spaceflow || kmeans,HVG || spaceflow || kmeans
HVG,spaceflow || kmeans || Result_seed42,spaceflow,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spaceflow || kmeans,HVG || spaceflow || kmeans
HVG,spaceflow || leiden || Result_seed0,spaceflow,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,14.0,0.7368421052631579,True,False,spaceflow || leiden,HVG || spaceflow || leiden
HVG,spaceflow || leiden || Result_seed1,spaceflow,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,16.0,0.8421052631578947,True,False,spaceflow || leiden,HVG || spaceflow || leiden
HVG,spaceflow || leiden || Result_seed42,spaceflow,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,spaceflow || leiden,HVG || spaceflow || leiden
HVG,spaceflow || louvain || Result_seed0,spaceflow,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,spaceflow || louvain,HVG || spaceflow || louvain
HVG,spaceflow || louvain || Result_seed1,spaceflow,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spaceflow || louvain,HVG || spaceflow || louvain
HVG,spaceflow || louvain || Result_seed42,spaceflow,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spaceflow || louvain,HVG || spaceflow || louvain
HVG,spagcn || kmeans || Result_seed0,spagcn,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || kmeans,HVG || spagcn || kmeans
HVG,spagcn || kmeans || Result_seed1,spagcn,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || kmeans,HVG || spagcn || kmeans
HVG,spagcn || kmeans || Result_seed42,spagcn,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || kmeans,HVG || spagcn || kmeans
HVG,spagcn || leiden || Result_seed0,spagcn,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || leiden,HVG || spagcn || leiden
HVG,spagcn || leiden || Result_seed1,spagcn,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || leiden,HVG || spagcn || leiden
HVG,spagcn || leiden || Result_seed42,spagcn,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || leiden,HVG || spagcn || leiden
HVG,spagcn || louvain || Result_seed0,spagcn,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || louvain,HVG || spagcn || louvain
HVG,spagcn || louvain || Result_seed1,spagcn,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || louvain,HVG || spagcn || louvain
HVG,spagcn || louvain || Result_seed42,spagcn,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,spagcn || louvain,HVG || spagcn || louvain
HVG,stagate || kmeans || Result_seed0,stagate,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,17.0,0.8947368421052632,True,False,stagate || kmeans,HVG || stagate || kmeans
HVG,stagate || kmeans || Result_seed1,stagate,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,stagate || kmeans,HVG || stagate || kmeans
HVG,stagate || kmeans || Result_seed42,stagate,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,16.0,0.8421052631578947,True,False,stagate || kmeans,HVG || stagate || kmeans
HVG,stagate || leiden || Result_seed0,stagate,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,stagate || leiden,HVG || stagate || leiden
HVG,stagate || leiden || Result_seed1,stagate,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,19.0,1.0,True,False,stagate || leiden,HVG || stagate || leiden
HVG,stagate || leiden || Result_seed42,stagate,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,stagate || leiden,HVG || stagate || leiden
HVG,stagate || louvain || Result_seed0,stagate,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,19.0,1.0,True,False,stagate || louvain,HVG || stagate || louvain
HVG,stagate || louvain || Result_seed1,stagate,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,18.0,0.9473684210526315,True,False,stagate || louvain,HVG || stagate || louvain
HVG,stagate || louvain || Result_seed42,stagate,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,19.0,1.0,True,False,stagate || louvain,HVG || stagate || louvain
hoptimus1,PCA_128 || kmeans || Result_seed0,PCA_128,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,15.0,0.7894736842105263,False,True,PCA_128 || kmeans,hoptimus1 || PCA_128 || kmeans
hoptimus1,PCA_128 || kmeans || Result_seed1,PCA_128,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,8.0,0.42105263157894735,False,True,PCA_128 || kmeans,hoptimus1 || PCA_128 || kmeans
hoptimus1,PCA_128 || kmeans || Result_seed42,PCA_128,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,6.0,0.3157894736842105,False,True,PCA_128 || kmeans,hoptimus1 || PCA_128 || kmeans
hoptimus1,PCA_128 || leiden || Result_seed0,PCA_128,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,10.0,0.5263157894736842,False,True,PCA_128 || leiden,hoptimus1 || PCA_128 || leiden
hoptimus1,PCA_128 || leiden || Result_seed1,PCA_128,leiden,Result_seed1,1,ASW,ASW,unsupervised,True,10.0,0.5263157894736842,False,True,PCA_128 || leiden,hoptimus1 || PCA_128 || leiden
hoptimus1,PCA_128 || leiden || Result_seed42,PCA_128,leiden,Result_seed42,42,ASW,ASW,unsupervised,True,8.0,0.42105263157894735,False,True,PCA_128 || leiden,hoptimus1 || PCA_128 || leiden
hoptimus1,PCA_128 || louvain || Result_seed0,PCA_128,louvain,Result_seed0,0,ASW,ASW,unsupervised,True,9.0,0.47368421052631576,False,True,PCA_128 || louvain,hoptimus1 || PCA_128 || louvain
hoptimus1,PCA_128 || louvain || Result_seed1,PCA_128,louvain,Result_seed1,1,ASW,ASW,unsupervised,True,14.0,0.7368421052631579,False,True,PCA_128 || louvain,hoptimus1 || PCA_128 || louvain
hoptimus1,PCA_128 || louvain || Result_seed42,PCA_128,louvain,Result_seed42,42,ASW,ASW,unsupervised,True,4.0,0.21052631578947367,False,True,PCA_128 || louvain,hoptimus1 || PCA_128 || louvain
hoptimus1,PCA_256 || kmeans || Result_seed0,PCA_256,kmeans,Result_seed0,0,ASW,ASW,unsupervised,True,11.0,0.5789473684210527,False,True,PCA_256 || kmeans,hoptimus1 || PCA_256 || kmeans
hoptimus1,PCA_256 || kmeans || Result_seed1,PCA_256,kmeans,Result_seed1,1,ASW,ASW,unsupervised,True,8.0,0.42105263157894735,False,True,PCA_256 || kmeans,hoptimus1 || PCA_256 || kmeans
hoptimus1,PCA_256 || kmeans || Result_seed42,PCA_256,kmeans,Result_seed42,42,ASW,ASW,unsupervised,True,6.0,0.3157894736842105,False,True,PCA_256 || kmeans,hoptimus1 || PCA_256 || kmeans
hoptimus1,PCA_256 || leiden || Result_seed0,PCA_256,leiden,Result_seed0,0,ASW,ASW,unsupervised,True,15.0,0.7894736842105263,False,True,PCA_256 || leiden,hoptimus1 || PCA_256 || leiden
